448;286;230;11
449;347;133;4
450;232;81;12
451;1;57;5
452;300;150;0
453;274;123;13
454;176;219;0
455;230;70;7
456;135;184;15
457;326;25;6
458;182;114;14
459;93;198;3
460;271;104;4
461;97;27;13
462;27;97;0
463;210;17;15
464;181;148;12
465;60;46;13
466;101;78;2
467;230;171;0
468;280;41;7
469;100;4;7
470;166;81;9
471;9;204;3
472;255;13;13
473;340;242;0
474;280;175;2
475;178;174;9
476;271;126;12
477;196;36;14
478;235;207;12
479;305;149;0
480;62;202;2
481;131;186;6
482;233;6;1
483;313;208;9
484;203;169;12
485;73;19;12
486;162;25;11
487;339;62;11
488;148;138;14
489;110;223;8
490;312;5;4
491;172;132;2
492;196;71;3
493;56;124;1
494;233;236;14
495;58;214;3
496;85;62;14
497;278;239;2
498;19;185;6
499;316;39;10
500;265;228;11
501;219;30;3
502;189;119;0
503;226;105;0
504;144;0;7
505;207;32;2
506;175;76;0
507;75;129;2
508;49;163;15
509;350;104;2
510;248;134;2
511;293;161;12
512;185;209;14
513;148;18;9
514;199;210;15
515;238;129;11
516;118;112;7
517;9;239;10
518;198;150;8
519;164;109;6
520;245;211;7
521;276;195;12
522;108;73;15
523;51;44;7
524;206;125;10
525;280;122;13
526;19;107;14
527;75;186;3
528;115;58;1
529;142;162;15
530;21;17;9
531;287;156;15
532;240;149;4
533;315;55;14
534;187;136;12
535;169;30;14
536;322;223;3
537;306;68;14
538;149;86;2
539;39;160;2
540;240;246;15
541;253;19;10
542;199;180;3
543;288;29;0
544;140;191;3
545;178;188;14
546;80;154;12
547;105;96;14
548;176;130;2
549;95;219;14
550;318;176;14
551;21;169;15
552;227;189;4
553;122;89;10
554;303;56;1
555;170;242;4
556;49;30;0
557;126;86;14
558;318;15;11
559;10;49;13
560;255;59;0
561;288;173;14
562;65;236;2
563;120;70;11
564;96;12;15
565;102;190;14
566;165;66;13
567;173;152;3
568;307;125;8
569;66;158;5
570;5;89;5
571;337;206;11
572;289;7;14
573;34;134;3
574;59;182;12
575;319;96;10
576;271;109;6
577;84;209;1
578;92;70;11
579;60;244;15
580;243;147;3
581;249;34;6
582;268;91;5
583;257;229;2
584;11;155;11
585;243;130;13
586;204;146;9
587;168;137;7
588;299;166;1
589;25;235;14
590;68;4;0
591;55;12;0
592;172;18;12
593;81;72;14
594;187;113;3
595;74;41;10
596;285;174;5
597;116;173;0
598;1;238;0
599;52;119;2
600;201;75;13
601;62;220;5
602;286;115;2
603;342;166;1
604;58;57;4
605;167;168;4
606;296;75;13
607;56;196;10
608;100;119;14
609;76;133;2
610;194;214;5
611;178;105;2
612;180;180;14
613;220;3;9
614;340;3;1
615;40;90;3
616;133;205;2
617;12;120;10
618;52;210;13
619;119;17;13
620;40;14;14
621;263;41;6
622;331;127;10
623;132;21;6
624;290;234;12
625;349;129;11
626;24;208;5
627;313;162;11
628;30;194;11
629;117;235;14
630;258;49;9
631;222;30;14
632;28;167;0
633;199;174;10
634;88;206;2
635;226;24;3
636;59;90;6
637;308;109;5
638;184;43;6
639;262;224;10
640;42;126;14
641;87;91;14
642;80;35;7
643;171;129;10
644;155;97;5
645;255;9;8
646;207;190;11
647;162;204;9
648;202;168;6
649;186;207;4
650;319;199;15
651;153;215;5
652;102;238;7
653;14;186;15
654;173;83;5
655;124;180;11
656;57;105;4
657;235;1;8
658;332;217;14
659;293;210;5
660;299;199;10
661;271;156;3
662;2;114;5
663;94;243;10
664;244;130;11
665;257;157;15
666;266;206;14
667;71;2;9
668;282;72;10
669;137;102;10
670;325;230;10
671;167;32;3
672;115;192;14
673;74;58;13
674;2;87;9
675;116;48;1
676;162;79;8
677;200;120;4
678;251;211;9
679;180;119;8
680;293;135;7
681;236;196;11
682;10;22;3
683;272;208;7
684;132;84;7
685;274;61;13
686;319;248;0
687;14;135;12
688;303;25;11
689;312;8;14
690;163;66;7
691;73;113;5
692;308;5;3
693;62;89;2
694;64;201;4
695;0;169;5
696;134;23;5
697;349;119;3
698;280;121;5
699;28;117;0
700;175;42;14
701;340;158;2
702;186;200;13
703;194;180;14
704;270;244;11
705;71;78;4
706;168;239;9
707;300;54;8
708;174;189;8
709;83;202;15
710;167;204;10
711;238;149;4
712;290;98;6
713;141;190;5
714;202;224;15
715;154;38;10
716;81;118;5
717;175;3;2
718;322;2;11
719;328;88;15
720;191;68;0
721;242;15;13
722;232;208;0
723;215;104;4
724;76;176;2
725;107;160;1
726;211;0;13
727;214;195;13
728;137;129;10
729;228;186;13
730;317;62;0
731;212;1;0
732;255;83;14
733;324;138;14
734;17;32;13
735;261;233;7
736;280;79;5
737;112;26;8
738;348;221;13
739;81;154;14
740;245;134;14
741;64;162;7
742;62;172;9
743;279;84;10
744;76;122;4
745;155;134;5
746;280;57;5
747;144;136;4
748;202;162;13
749;132;105;6
750;145;112;3
751;326;155;4
752;37;59;5
753;111;42;4
754;242;31;11
755;221;110;9
756;101;172;8
757;132;153;0
758;148;185;6
759;84;223;4
760;168;25;4
761;135;206;8
762;204;206;2
763;306;4;12
764;336;149;11
765;133;246;0
766;199;52;2
767;70;59;9
768;208;143;14
769;78;53;6
770;134;208;13
771;27;99;7
772;182;150;2
773;210;195;12
774;96;133;3
775;333;227;14
776;307;192;2
777;106;134;4
778;316;138;1
779;233;40;9
780;349;54;5
781;323;61;10
782;83;206;1
783;104;96;10
784;109;234;4
785;185;75;13
786;42;106;10
787;336;11;6
788;142;65;8
789;69;190;7
790;311;225;2
791;84;65;5
792;123;76;11
793;273;228;14
794;11;213;15
795;296;132;5
796;347;98;12
797;5;99;0
798;123;113;1
799;9;179;10
800;42;242;1
801;312;179;9
802;274;61;15
803;126;29;3
804;90;178;0
805;150;103;12
806;19;28;12
807;315;37;8
808;287;236;2
809;174;63;7
810;343;102;5
811;235;97;15
812;312;163;10
813;330;0;0
814;0;65;3
815;235;141;15
816;299;228;10
817;161;171;12
818;350;21;12
819;253;53;7
820;78;99;0
821;338;148;10
822;212;214;11
823;299;135;7
824;65;160;11
825;97;218;10
826;280;153;10
827;176;215;8
828;9;115;13
829;89;93;0
830;227;75;15
831;9;244;1
832;6;182;3
833;244;244;11
834;121;70;12
835;226;94;13
836;235;165;8
837;329;97;3
838;299;213;9
839;96;250;3
840;258;18;3
841;136;94;10
842;349;97;2
843;293;48;8
844;132;191;10
845;302;0;6
846;131;242;12
847;75;201;15
848;115;189;6
849;117;46;0
850;316;142;7
851;66;67;2
852;285;210;3
853;265;208;11
854;39;118;5
855;157;163;2
856;229;3;6
857;51;1;4
858;148;249;1
859;55;228;10
860;77;161;7
861;243;141;2
862;105;183;15
863;145;102;8
864;232;108;11
865;103;98;12
866;220;129;15
867;60;64;2
868;216;31;4
869;107;100;7
870;331;22;4
871;243;231;12
872;182;96;2
873;283;2;2
874;285;34;10
875;215;4;9
876;272;59;5
877;188;143;0
878;70;4;8
879;231;247;12
880;77;13;2
881;115;57;7
882;123;174;13
883;236;165;13
884;90;0;4
885;217;128;4
886;277;216;13
887;159;216;8
888;60;43;12
889;273;152;2
890;81;57;11
891;37;100;3
892;213;124;2
893;320;114;0
894;320;160;1
895;84;189;3
896;51;149;15
897;151;6;12
898;40;250;5
899;99;16;9
900;161;18;6
901;177;242;12
902;117;133;0
903;260;161;2
904;350;204;13
905;343;50;7
906;94;88;2
907;145;4;6
908;275;47;2
909;38;224;12
910;210;209;1
911;283;80;12
912;299;139;3
913;198;197;2
914;242;173;14
915;218;159;11
916;105;209;15
917;246;66;13
918;139;168;7
919;126;129;4
920;244;162;1
921;227;113;9
922;90;65;11
923;226;176;0
924;237;138;15
925;217;150;1
926;48;189;14
927;171;37;2
928;120;38;15
929;330;101;12
930;269;183;2
931;150;138;4
932;80;32;4
933;249;34;6
934;332;115;14
935;324;158;11
936;20;2;12
937;287;132;0
938;248;75;13
939;95;96;10
940;313;244;8
941;48;210;11
942;35;216;4
943;164;116;9
944;62;40;14
945;312;45;4
946;63;180;0
947;265;213;1
948;50;39;1
949;46;11;15
950;168;212;14
951;246;96;0
952;96;240;2
953;43;174;5
954;286;246;12
955;215;140;13
956;131;248;14
957;49;225;2
958;274;147;15
959;42;116;6
960;15;168;7
961;112;150;10
962;307;217;11
963;29;86;13
964;236;147;15
965;66;96;8
966;243;224;15
967;169;218;12
968;71;121;5
969;298;40;12
970;13;145;13
971;150;134;7
972;198;136;9
973;75;186;13
974;18;164;14
975;326;113;1
976;41;139;11
977;305;79;1
978;292;112;6
979;64;184;10
980;189;225;4
981;255;10;9
982;143;35;14
983;128;91;3
984;294;105;15
985;65;134;11
986;143;221;6
987;161;240;14
988;297;232;2
989;40;34;10
990;267;220;8
991;102;138;5
992;58;168;1
993;272;210;6
994;275;39;11
995;312;29;5
996;49;1;2
997;109;236;1
998;297;183;15
999;251;82;0
1000;219;239;5
